qid,lang,description
Q81096,el,επαγγελματίας πρακτικός της μηχανικής - επιστήμονας μηχανικός
Q81096,fr,personne pratiquant l'ingénierie
Q81096,fa,عنوان کلی برای فرد متخصص به علوم فنی
Q81096,pl,"zawód uzyskiwany na studiach wyższych, związany z dziedzinami technicznymi"
Q81096,hy,մասնագիտություն
Q81096,id,praktisi profesional dalam bidang rekayasa dan sub-kelasnya
Q81096,da,"person, der beskæftiger sig med ingeniørvidenskab"
Q81096,ka,პროფესია
Q81096,nl,hooggeschoold technicus
Q81096,vi,"một người thiết kế, xây dựng, hoặc duy trì động cơ, máy móc, hoặc các công trình công cộng"
Q81096,sv,professionell utövare av ingenjörsvetenskap
Q81096,bn,প্রকৌশল ও অনুরূপ বিভাগ নিয়ে কার্যরত পেশাদার ব্যক্তি
Q81096,hu,mérnöki tevékenységet végző személy
Q81096,pt,profissional que pratica engenharia
Q81096,ar,ممارس محترف للهندسة
Q81096,uk,"людина, що професійно займається інжинірингом"
Q81096,tr,profesyonel mühendislik pratisyeni ve alt sınıfları
Q81096,mt,prattikant professjonali tal-inġinerija u s-sottoklassijiet tagħha
Q81096,ro,"persoană cu o pregătire tehnică obținută într-un institut de învățământ superior, care practică ingineria"
Q81096,ja,工学学位を持つ研究者、技術界の研究開発者
Q81096,ta,பொறியியல் தொழில்முறை பயிற்சியாளர்
Q81096,uz,muhandislikning biror sohasi boʻyicha oliy maʼlumotga ega boʻlgan mutaxassis
Q81096,ko,공학에 종사하는 사람
Q81096,kk,инженерлік қызметті жүзеге асыратын маман
Q81096,sl,poklicni naziv za znanstveno izobražene strokovnjake na tehniškem področju
Q192814,tl,kompanyang base sa Amerika na kilala sa paggawa ng mga motorsiklo
Q201788,tl,propesyonal na nag-aaral ng kasaysayan
Q201788,ha,Masani wanda ya shafi fannin bincike da gabatar da tarihi
Q247797,ha,sana'a
Q170790,ha,kwararre a fannin ilimin lissafi
Q203044,de,"Automobilhersteller, Sonderfahrzeugbau"
Q203044,en,car producer
Q203044,fr,constructeur automobile
Q203044,hu,járműgyártó cég
Q203044,ru,немецкий автопроизводитель
Q203044,ar,شركة
Q203539,de,"US-amerikanischer Automobilhersteller in Syracuse, New York, USA"
Q203539,es,empresa fabricante de automóviles estadounidense desaparecida
Q203539,en,automobile manufacturer
Q203539,pl,Amerykański producent samochodów
Q203539,uk,виробник автомобілів
Q202888,de,englischer Automobilhersteller
Q202888,nl,automerk
Q202888,es,fabricante de automóviles
Q202888,it,casa automobilistica britannica
Q202888,fr,fabricant d'automobiles
Q202888,sv,brittisk biltillverkare
Q202888,en,English motor vehicle company
Q202888,ar,شركة سيارات إنجليزية
Q202888,pl,brytyjski producent samochodów
Q202944,de,Automobilhersteller
Q202944,fr,constructeur automobile britannique
Q202944,en,Defunct British sportscar manufacturer.
Q202944,pl,brytyjska marka samochodów sportowych
Q202944,nl,Britse fabrikant van sportauto's
Q202969,de,Automobilhersteller
Q202969,es,fabricante de automóviles
Q202969,en,company
Q202969,fr,constructeur automobile
Q202969,nl,bedrijf in Rusland
Q202969,ar,شركة روسية
Q202969,uk,компанія
Q203020,de,deutsches Automobil- und Motorenbauunternehmen
Q203020,it,casa automobilistica tedesca
Q203020,nl,automerk
Q203020,en,automobile manufacturer
Q203020,fr,constructeur automobile allemand disparu
Q203020,cs,německá automobilka
Q203020,es,fabricante de automóviles alemán desaparecido
Q203020,ru,"первая в истории немецкая компания-производитель автомобилей, мотоциклов, двигателей, а также велосипедов"
Q203020,uk,виробник автомобілів
Q203342,en,"Bulgarian-made motor cars based on Soviet Moskvitches, built at the ""Balkan"" factory"
Q203463,en,United States Army Military Occupational Specialty
Q203463,de,militärische Funktionsbezeichnung
Q203463,sl,oznaka vojaške bolničarske funkcije
Q207651,en,official that executes a condemned person
Q207651,fr,personne chargée d'exécuter un condamné à mort
Q207651,it,persona che ha il compito di eseguire le sentenze di condanna alla pena di morte
Q207651,es,persona encargada de ejecutar a un condenado a muerte
Q207651,fi,"henkilö, joka toteuttaa kuolemantuomion"
Q207651,fa,کسی که حکم اعدام را اجرا می‌کند
Q207651,uk,"особа, що виконує вирок про страту або тілесне покарання"
Q207651,de,"Person, die die Todesstrafe vollstreckt"
Q207651,hu,halálos ítélet végrehajtását végző személy
Q207651,sv,yrke för person som verkställer dödsstraff
Q207651,pl,osoba wykonująca wyroki śmierci
Q207651,nl,persoon die lijf- en/of doodstraffen uitvoert
Q207651,cs,osoba vykonávající rozsudek smrti
Q207651,id,pengeksekutor terdakwa hukuman mati
Q207651,ru,"лицо, приводящее в исполнение приговор о смертной казни или телесном наказании"
Q207651,ja,裁判で死刑が確定した犯罪者の死刑を執行する者
Q207651,zh,执行死刑的人
Q207651,he,מקצוע של אדם העוסק בהוצאה להורג
Q207651,ar,شخص موكل له تنفيذ حكم الإعدام والقتل في الميدان
Q207651,ko,국가나 법률 기관의 지시를 받고 사형을 집행하는 사람
Q207651,sk,"človek, ktorý vykonáva popravy ľudí, ktorí boli odsúdení na trest smrti"
Q207651,ro,persoană însărcinată cu executarea unei persoane condamnate
Q206783,nl,"militaire functie, zonder bij de militarairen te horen"
Q206783,es,profesión
Q206783,pl,osoba zatrudniona w organizacji wojskowej niebędąca żołnierzem
Q206783,ko,군이라는 특정한 분야에서 복무하는 특정직 국가공무원
Q201948,en,highly trained marksman
Q201948,es,soldado de infantería experto en tareas de camuflaje y tirador de élite
Q201948,ru,"солдат, владеющий навыками меткой стрельбы"
Q201948,ta,"மறைசுடுதலில் தேர்ச்சிபெற்ற நபரை 'மறைசுடுநர்' அல்லது 'குறிசுடுநர்' (ஆங்கிலம்: Sniper, Sharpshooter, Marksman) என்று குறிப்பிடுவர். இலக்குகளை மறைந்திருந்து சரிநுட்பமாக குறி பார்த்து சுட வல்ல ஆற்றலையும் ஆயுதத்தையும் கொண்டிருப்பவர்."
Q201948,de,"Schützen, die durch selektiven gezielten Schusswaffeneinsatz ihren Auftrag ausführen"
Q201948,fr,tireur d'élite militaire spécialisé
Q201948,ja,長距離かつ精密な射撃を行うための専門の要員
Q201948,lv,"īpaši apmācīts karavīrs, kas ar precīzu šāvienu iznīcina pretinieka karavīrus, kā arī, šaujot ar trasējošām lodēm, norāda mērķus artilērijai"
Q201948,it,cecchino
Q201948,ar,صياد عالي التدريب
Q201948,fa,سمت نظامی
Q201948,pt,Atirador altamente treinado
Q201948,fi,tarkkuuskivääriä käyttävä ampuja
Q201948,nl,"gespecialiseerde militair, wordt ook scherpschutter genoemd"
Q201948,hu,szakma
Q201948,mt,tiratur militari mħarreġ ħafna
Q201948,ko,"은폐·엄폐된 위치에서, 일반 보병보다 먼 거리의 목표물을 저격하는 보병"
Q201948,zh,陆军步兵种类或警种
Q201948,bn,সামরিক/আধাসামরিক নিপুন লক্ষ্যবিদ যিনি প্রচ্ছন্ন স্থান বা শত্রুর দৃষ্টিসীমার বাইরের অবস্থান থেকে লক্ষ্যভেদ অথবা শত্রুর উপর নজর রাখতে পারে
Q201948,uk,"спеціально натренований стрілець, що вражає важливі цілі з першого пострілу"
Q201948,id,penembak jarak jauh yang sangat terlatih
Q201948,cs,střelec specializující na přesnou střelbu na střední a dlouhou vzdálenost
Q202468,de,Automobilhersteller
Q202468,es,empresa de carreras de automovilismo y de tuning de automóviles
Q202468,fr,préparateur automobile allemand
Q202468,en,company
Q202468,nl,bedrijf in Duitsland
Q202468,tr,Almanya merkezli otomobil yarış takımı ve araç modifikasyonu şirketi
Q202468,ar,شركة ألمانية
Q202468,uk,компанія
Q203550,de,Automobilhersteller mit Sitz in Buchloe in Bayern
Q203550,es,fabricante de automóviles de Alemania
Q203550,nl,automerk
Q203550,en,German automotive manufacturer
Q203550,fr,constructeur automobile allemand
Q203550,cs,Německá automobilka
Q203550,ro,fabricant de automobile din Germania
Q203550,ar,شركة سيارات ألمانية
Q203550,tr,Araç modifikasyon şirketi
Q203550,ko,독일 자동차 제조업체
Q204327,en,former division of General Motors
Q204327,es,antigua división de General Motors
Q204327,de,ehemaliger US-amerikanischer Automobilhersteller
Q204327,sv,amerikanskt bilmärke
Q204327,ru,Одна из старейших марок General Motors
Q204327,pl,amerykański producent samochodów
Q204327,it,casa automobilistica statunitense
Q204327,cs,značka amerických automobilů
Q204327,zh,美國已倒閉的汽車品牌
Q204327,fr,firme automobile américaine (1897-2004)
Q204327,fi,yhdysvaltalainen automerkki
Q204327,id,perusahaan asal Amerika Serikat
Q204327,he,מותג רכב אמריקאי לשעבר
Q203791,de,ein Polier für Zimmererarbeiten
Q203791,en,German term: a person who supervises carpentry work
Q203791,fr,terme allemand: une personne qui supervisé des travaux de menuiserie
Q203791,nl,hoofdman bij timmerwerk
Q203963,de,ehemaliger Automobilhersteller aus Frankreich
Q203963,en,automobile manufacturer
Q203963,fr,ancien constructeur automobile
Q203963,uk,виробник автомобілів
Q204022,en,Spanish motorcycle manufacturer
Q204022,nl,bedrijf in Spanje
Q204022,de,spanischer Motorradhersteller
Q204022,ar,شركة إسبانية
Q204022,pt,companhia motociclística catalã
Q204022,cs,španělská firma vyrábějící motocykly
Q82723,en,traditional Japanese female entertainers and hostesses
Q82723,cs,tradiční japonská společnice
Q82723,de,"japanische Unterhaltungskünstlerin, die traditionelle Künste darbietet"
Q82723,ja,舞踊や音曲・鳴物で客をもてなす女性
Q82723,ru,"женщина, развлекающая клиентов японским танцем, пением, ведением чайной церемонии, беседой и многим другим"
Q82723,it,"ragazza giapponese attraente, colta e raffinata, addetta a intrattenere gli ospiti di una casa da tè"
Q82723,fi,japanilainen naisviihdyttäjä
Q82723,nl,Traditionele Japanse vrouwelijke entertainer en gastvrouw
Q82723,bg,"артистична личност, обучена в сферата на различните изкуства като танци, пеене, музика, етикет, чайна церемония, традиционен гейша грим"
Q82723,hu,tradicionális japán szakma
Q82723,zh,日本特有的女性表演工作者
Q82723,fr,hôtesses japonaises traditionnelles
Q82723,ro,damă de companie japoneză
Q82723,pt,artista performática e entertainer tradicional japonesa
Q82723,pl,japońska artystka do towarzystwa
Q82723,he,אשת בידור יפנית מסורתית
Q82723,es,artista tradicional japonesa
Q82723,sv,japansk privatunderhållare och sällskapsdam
Q82723,ko,예능에 종사하는 일본의 전통적인 기생
